QUEST_LV_0100_20150312_000001	경계병	Sentinel
QUEST_LV_0100_20150312_004357	광산 나침반을 사용하여 잃어버린 부품의 위치를 파악하세요.	You can use the mine compass, please know the position of the lost parts.
QUEST_LV_0100_20150312_004358	몬스터에 의해 파괴되어 흩어진 주 정화장치의 부품들을 찾기 위해 광산 나침반을 사용하세요.	Please use mine compass to find the components of the scattering state purifier is destroyed by the monster.
QUEST_LV_0100_20150312_004359	뜯겨져나간 정화관 회수	Retrieve the torn Purifier Pipes
QUEST_LV_0100_20150312_004360	7구역으로 가는 길에 떨어져있는 정화관을 찾아 회수하세요.	0025
QUEST_LV_0100_20150312_004361	%s 회수	 %s recovery
QUEST_LV_0100_20150312_004362	몬스터에 의해 파괴되어 흩어진 주 정화장치의 부품을 찾기 위해 광산 나침반을 사용하세요.	Please use mine compass to find the components of the scattering state purifier is destroyed by the monster.
QUEST_LV_0100_20150312_004363	6구역으로 부품 수색	Search for parts in District 6
QUEST_LV_0100_20150312_004364	나침반은 6구역을 가리키고 있습니다. 6구역에서 부품을 수색해 보세요.	The compass is pointing to district 6. Check for parts in district 6.
QUEST_LV_0100_20150312_004365	주 정화장치로 돌아가 수리	Return to the main purifier and fix it
QUEST_LV_0100_20150312_004366	석화고래를 쓰러뜨리고 부품을 되찾았습니다. 주 정화장치로 돌아가 수리하세요.	You defeated the Stone Whale and got the parts. Go back to the main purifier and fix it.
QUEST_LV_0100_20150312_004367	석화고래 처치	Kill the Stone Whale
QUEST_LV_0100_20150312_004368	석화고래를 쓰러뜨리고 부품을 되찾았습니다. 주 정화장치로 돌아가 수리한 뒤 작동시키세요.	You defeated the Stone Whale and got the parts. Go back to the main purifier and activate it after repairing.
QUEST_LV_0100_20150312_004369	아힐라스 요나스와 대화	Oh Hirasuyonasu and conversation
QUEST_LV_0100_20150312_004370	대왕의 유산에 접근할 수 있는 봉인해제 결정석을 이제부터 어떻게 사용 해야 할 지에 대해서 아힐라스 요나스에게 들어야 할 것 같습니다.	About what should be used decision seat of seal release that can be access to the Great heritage how now, it seems must Oh listen to Hirasuyonasu.
QUEST_LV_0100_20150312_004371	구스타스의 제자와 대화 하고 봉인 장치를 해제	And release the seal device in conversation with the disciples of the old Stars
QUEST_LV_0100_20150312_004372	부러진 기둥에 있는 중요한 봉인을 풀기 전에, 먼저 구스타스의 제자와 이야기를 나눠 보는 것도 좋을 것 같습니다.	Before you solve an important seal of broken pillars, is first and also looks good idea to signed a talk with disciples of the old Stars.
QUEST_LV_0100_20150312_004373	구스타스의 제자와 대화	Disciple and conversation of the old Stars
QUEST_LV_0100_20150312_004374	파사가 절벽의 봉인을 풀었습니다. 구스타스의 두 번째 제자에게 돌아가 보세요.	Pasa was solved seal of cliff. Let's go back to the second disciple of the old Stars.
QUEST_LV_0100_20150312_004375	바위 살펴보기	I found a rock
QUEST_LV_0100_20150312_004376	무언가 숨겨져 있는 바위가 있습니다. 다가가서 살펴 보세요.	There is something hidden and are rock. Let's take a look at approaching.
QUEST_LV_0100_20150312_004377	일티스워트 처치	Day Tisuwato treatment
QUEST_LV_0100_20150312_004378	돌을 건드렸더니 일티스워트의 등장! 이 녀석을 해치웁시다.	The advent of Do~uryotodoni date Chartis water is multiplied by a stone! The Let Hatchiupu this person.
QUEST_LV_0100_20150312_004379	자카리엘 대왕의 유산을 위한 성소로 가기 위한 봉인은 아직 많이 남아 있습니다. 봉인에 대해 구스타스의 두 번째 제자와 대화해 보세요.	Sealed to the sanctuary for Zasharieru Great heritage remains still a lot. Please try to talk to the second disciple of configuration Stars for seal.
QUEST_LV_0100_20150312_004380	봉인 장치를 해제	And release the sealed unit
QUEST_LV_0100_20150312_004381	자카리엘 대왕의 유산을 위한 성소로 들어가기 위해선 모든 봉인을 풀어야 합니다. 무너진 성소로 가는 길에 있는 두 번째 봉인을 푸세요. 몬스터의 기습 공격을 조심하시고요.	To enter the sanctuary for Zasharieru the Great of heritage, you are to be solved all of the seal. on the way to the collapse was the sanctuary, to loosen the second seal. Hashigoyo careful to monster of surprise attack.
QUEST_LV_0100_20150312_004382	구스타스 요나스와 대화	Former Stars Jonas and conversation
QUEST_LV_0100_20150312_004383	두 번째 봉인을 풀었습니다. 자카리엘 대왕의 유산을 위한 다음 봉인의 안내를 받기 위해 구스타스 요나스를 찾아가 대화하세요.	I have solved the second seal. Please interact and ask the old Stars Jonas to receive the next seal guide for Zasharieru the Great's heritage.
QUEST_LV_0100_20150312_004384	용병 토비와 대화	Mercenary Toby and conversation
QUEST_LV_0100_20150312_004385	용병 토도우는 도와줄 사람을 찾는 것 같습니다. 토도우와 대화해 봅시다.	It is to find someone who can help cry mercenary Todo. Let's try to talk to Todo.
QUEST_LV_0100_20150312_004386	실력 평가 받기	Ability evaluation of
QUEST_LV_0100_20150312_004387	토도우는 간단한 일을 도울 사람을 구한다고 합니다. 하지만 아무에게나 맡길 수 없으니 실력을 평가해야 겠다고 합니다. 사막 츄파카브라와 지누테를 잡는 모습을 토도우에게 보여 줍시다.	Suppose you save someone to help the simple things you cry Todo. However, since there is no possible to leave anyone, and the ability and we need evaluation. The figure to take the desert Chupacabra and Woo edge Let's shown in the soil help.
QUEST_LV_0100_20150312_004388	용병 토도우와 대화	Conversation to mercenary Todo
QUEST_LV_0100_20150312_004389	토도우는 몹시 마음에 드는 것 같은 표정입니다. 토도우에게 돌아가 보세요.	The Todo It is a very favorite look crying. Let's go back to the soil help.
QUEST_LV_0100_20150312_004390	다행히도 토도우의 마음에 든 것 같습니다. 다시 토도우와 대화해 봅시다.	It seems to have liked the help sitting Fortunately. Let's try to dialogue again to Todo.
QUEST_LV_0100_20150312_004391	도굴 장비 수집	Collection of illegal digging equipment
QUEST_LV_0100_20150312_004392	토도우는 도굴의 증거를 모으고 있다고 합니다. 증거가 될 만한 도굴 장비를 줍게 되면 토도우에게 갖다 주세요.	Suppose you are collecting evidence of Todo cry robbed. When picking up the illegal digging equipment such that the evidence, please have the soil help.
QUEST_LV_0100_20150312_004393	증거가 될 도굴 장비를 주웠습니다. 토도우에게 돌아가 보세요.	I picked up the illegal digging equipment that becomes the evidence. Let's go back to the soil help.
QUEST_LV_0100_20150312_004394	예지의 부엉이 조각상과 대화	Owl image and the conversation of prediction
QUEST_LV_0100_20150312_004395	예지의 부엉이 조각상과 대화한다	I interact with owl image of prediction
QUEST_LV_0100_20150312_004396	네크로벤터 처치	Necroventer treatment
QUEST_LV_0100_20150312_004397	고고학자 라우디와 대화	Archaeologist Raudi and conversation
QUEST_LV_0100_20150312_004398	고고학자 라우디는 누구보다도 강한 사람을 찾고 있습니다. 고고학자 라우디와 대화해 보세요.	Archaeologists Raudi is looking for strong people than anyone else. Please try to talk to the archaeologist Raudi.
QUEST_LV_0100_20150312_004399	덴옵틱을 처치하여 유적 파편 획득	Debris acquisition of ruins and getting rid of Denoptic
QUEST_LV_0100_20150312_004400	고고학자 라우디는 석재를 파먹는 덴옵틱 때문에 더 이상 연구를 못한다고 합니다. 고고학자 라우디를 위해 아피니스 군락지 너머에 있는 덴옵틱에게서 미처 소화되지 못한 유적 파편을 가져다 주세요. 석재를 뒤져 보면 덴옵틱이 나타날 것입니다.	Archaeologist Raudi can assume you can not be any more of research for Denoptic devour the stone. Please bring the debris of ruins that has not yet been digested from Denoptic on the other side of the affiliate Nice of community land for archaeologists Raudi. Den optics If we delay the stone, will be displayed.
QUEST_LV_0100_20150312_004401	고고학자 라우디에게 유적 파편 전달	Ruins of the debris transferred to the archaeologist Raudi
QUEST_LV_0100_20150312_004402	덴옵틱 뱃속에 멀쩡한 유적 조각 파편이 있었습니다. 고고학자 라우디에게 가져다 주세요.	There were pieces of sculpture of normal ruins in the Denoptic stomach. Please bring to the archaeologist Raudi.
QUEST_LV_0100_20150312_004403	덴옵틱 처치 후 %s 획득	After treatment %s Den optic acquisition
QUEST_LV_0100_20150312_004404	덴옵틱 처치	Denoptic treatment
QUEST_LV_0100_20150312_004405	건축가 라우디와 대화	Architect Raudi and conversation
QUEST_LV_0100_20150312_004406	고고학자 라우디는 당신을 꽤 맘에 들어하는 눈치입니다. 고고학자 라우디와 다시 대화해 보세요.	Archaeologists Raudi has noticed is quite like it. Please try again conversation with archaeologist Raudi.
QUEST_LV_0100_20150312_004407	고고학자 라우디가 연구할 지역에 있는 몬스터 처치	monster extermination of regional archaeologist Raudi to study
QUEST_LV_0100_20150312_004408	고고학자 라우디는 몬스터를 처치해 달라고 합니다. 오데가 언덕길의 몬스터를 처치해 주세요.	Archaeologists Raudi for us to defeat the monster. Please Eau is to exterminate the monsters of the hill.
QUEST_LV_0100_20150312_004409	이 정도면 고고학자 라우디가 안전하게 연구를 계속 할 수 있을 것 같습니다. 고고학자 라우디에게 돌아가 보세요.	This degree if archaeologist Raudi is likely to be able to continue safely research. Let's go back to the archaeologist Raudi.
QUEST_LV_0100_20150312_004410	알쿠네 계단으로 가는 길에 돌 기둥이 있습니다. 그것을 살펴 보면 무슨 일이 일어날까요?	There is a pillar of stone on the road to Arukune stairs. If you look at it, what will happen?
QUEST_LV_0100_20150312_004411	오래된 유물 수집	Collection of old relics
QUEST_LV_0100_20150312_004412	돌기둥을 살펴 보는 순간 다른 기둥들이 나타났습니다! 이 기둥들을 부수세요!	Moment I saw you look at the stone pillars, other pillar is shown! Let's break this pillar!
QUEST_LV_0100_20150312_004413	돌기둥 파괴해 %s 수집	Destroying pillar %s collection
QUEST_LV_0100_20150312_004414	알쿠네 계단을 올라가면 돌기둥이 있습니다. 이 돌기둥을 살펴 보세요.	Climb the stairs Arukune, there is a stone pillar. Let's look at this stone pillar.
QUEST_LV_0100_20150312_004415	갑자기 나타난 몬스터 처치	Monster extermination that appeared suddenly
QUEST_LV_0100_20150312_004416	기둥을 살펴 보자 갑자기 몬스터들이 나타났습니다! 이들을 물리치세요.	Let's look at the pillar, monsters have appeared suddenly! These physical putt.
QUEST_LV_0100_20150312_004417	다시 돌기둥 조사	Again stone pillar investigation
QUEST_LV_0100_20150312_004418	몬스터들을 모두 물리쳤습니다. 이제 다시 돌기둥을 조사 하세요.	I dismissed all the monsters. Please investigate the stone pillar back soon.
QUEST_LV_0100_20150312_004419	웬디고 처치	Wendigo treatment
QUEST_LV_0100_20150312_004420	우드펑 처치	Wood boom treatment
QUEST_LV_0100_20150312_004421	듀마로 처치	Action in Dumas
QUEST_LV_0100_20150312_004422	이 곳 긴다리 계곡의 가장 위쪽 구석쯤에는 알 수 없는 기둥이 있습니다. 이 기둥을 조사해 보세요.	There are columns which can not be know to around the top corner of this long legs of the valley. Let's examine this pillar.
